기준일,시장구분,지수명,PER,FPER,PBR,DY,adr,종가
2015-12-01,KOSDAQ,코스닥,42.74,,2.15,0.55,90.75,691.95
2015-12-01,KOSPI,코스피,15.57,,1.14,1.29,89.82,2023.93
2015-12-02,KOSDAQ,코스닥,42.61,,2.15,0.56,89.11,690.32
2015-12-02,KOSPI,코스피,15.46,,1.13,1.3,87.13,2009.29
2015-12-03,KOSDAQ,코스닥,42.65,,2.15,0.56,88.99,690.77
2015-12-03,KOSPI,코스피,15.34,,1.12,1.31,86.81,1994.07
2015-12-04,KOSDAQ,코스닥,42.12,,2.13,0.56,93.84,685.77
2015-12-04,KOSPI,코스피,15.15,,1.11,1.32,91.13,1974.4
2015-12-07,KOSDAQ,코스닥,41.97,,2.12,0.56,98.35,683.34
2015-12-07,KOSPI,코스피,15.07,,1.1,1.33,93,1963.67
2015-12-08,KOSDAQ,코스닥,41.01,,2.08,0.57,96.51,668.42
2015-12-08,KOSPI,코스피,14.96,,1.09,1.34,92.76,1949.04
2015-12-09,KOSDAQ,코스닥,40.74,,2.06,0.58,91.11,664.08
2015-12-09,KOSPI,코스피,14.97,,1.09,1.34,88.7,1948.24
2015-12-10,KOSDAQ,코스닥,40.36,,2.04,0.58,87.36,658.08
2015-12-10,KOSPI,코스피,15,,1.1,1.33,86.48,1952.07
2015-12-11,KOSDAQ,코스닥,40.1,,2.03,0.59,86.35,653.48
2015-12-11,KOSPI,코스피,14.97,,1.09,1.34,85.18,1948.62
2015-12-14,KOSDAQ,코스닥,38.7,,1.96,0.61,82.8,630.37
2015-12-14,KOSPI,코스피,14.81,,1.08,1.35,82.6,1927.82
2015-12-15,KOSDAQ,코스닥,39.31,,1.99,0.6,83.16,639.78
2015-12-15,KOSPI,코스피,14.85,,1.09,1.35,81,1932.97
2015-12-16,KOSDAQ,코스닥,39.78,,2.01,0.59,86.59,647.27
2015-12-16,KOSPI,코스피,15.13,,1.11,1.32,84.85,1969.4
2015-12-17,KOSDAQ,코스닥,40.51,,2.05,0.58,88.07,658.11
2015-12-17,KOSPI,코스피,15.2,,1.11,1.32,83.56,1977.96
2015-12-18,KOSDAQ,코스닥,41.12,,2.08,0.57,91.19,667.45
2015-12-18,KOSPI,코스피,15.18,,1.11,1.32,86.16,1975.32
2015-12-21,KOSDAQ,코스닥,41.17,,2.08,0.57,93.92,668.65
2015-12-21,KOSPI,코스피,15.22,,1.11,1.31,89.13,1981.19
2015-12-22,KOSDAQ,코스닥,40.97,,2.07,0.58,90.96,663.42
2015-12-22,KOSPI,코스피,15.31,,1.12,1.31,87.12,1992.56
2015-12-23,KOSDAQ,코스닥,40.41,,2.06,0.58,90.97,659.6
2015-12-23,KOSPI,코스피,15.36,,1.12,1.3,88.34,1999.22
2015-12-24,KOSDAQ,코스닥,40.17,,2.05,0.58,88.24,656.53
2015-12-24,KOSPI,코스피,15.3,,1.12,1.31,85.28,1990.65
2015-12-28,KOSDAQ,코스닥,39.87,,2.04,0.58,88.12,652.05
2015-12-28,KOSPI,코스피,15.09,,1.1,1.32,83.76,1964.06
2015-12-29,KOSDAQ,코스닥,41.24,,2.11,0.57,95.58,673.22
2015-12-29,KOSPI,코스피,15.11,,1.1,1.32,89.91,1966.31
2015-12-30,KOSDAQ,코스닥,41.78,,2.14,0.56,96.54,682.35
2015-12-30,KOSPI,코스피,15.07,,1.1,1.33,87.05,1961.31
2016-01-04,KOSDAQ,코스닥,41.54,,2.12,0.56,93.76,677.79
2016-01-04,KOSPI,코스피,14.74,,1.08,1.36,84.7,1918.76
2016-01-05,KOSDAQ,코스닥,41.95,,2.14,0.56,98.91,684.07
2016-01-05,KOSPI,코스피,14.83,,1.08,1.35,88.77,1930.53
2016-01-06,KOSDAQ,코스닥,42.2,,2.15,0.55,95.19,687.27
2016-01-06,KOSPI,코스피,14.79,,1.08,1.35,86.25,1925.43
2016-01-07,KOSDAQ,코스닥,41.75,,2.13,0.56,93.93,679.66
2016-01-07,KOSPI,코스피,14.63,,1.07,1.37,86.8,1904.33
2016-01-08,KOSDAQ,코스닥,41.97,,2.14,0.56,102.48,682.56
2016-01-08,KOSPI,코스피,14.73,,1.08,1.36,95.24,1917.62
2016-01-11,KOSDAQ,코스닥,41.47,,2.12,0.56,100.62,674.96
2016-01-11,KOSPI,코스피,14.55,,1.06,1.38,94.79,1894.84
2016-01-12,KOSDAQ,코스닥,41.27,,2.1,0.57,101.04,671.3
2016-01-12,KOSPI,코스피,14.52,,1.06,1.38,93.32,1890.86
2016-01-13,KOSDAQ,코스닥,42.19,,2.15,0.55,104.89,686.03
2016-01-13,KOSPI,코스피,14.72,,1.07,1.36,97.62,1916.28
2016-01-14,KOSDAQ,코스닥,42.03,,2.14,0.56,111.7,683.19
2016-01-14,KOSPI,코스피,14.59,,1.07,1.37,100.7,1900.01
2016-01-15,KOSDAQ,코스닥,41.54,,2.12,0.56,102.26,678.43
2016-01-15,KOSPI,코스피,14.43,,1.05,1.39,93.97,1878.87
2016-01-18,KOSDAQ,코스닥,42.03,,2.14,0.56,103.2,683.63
2016-01-18,KOSPI,코스피,14.43,,1.05,1.39,94.47,1878.45
2016-01-19,KOSDAQ,코스닥,42.02,,2.14,0.56,98.09,681.25
2016-01-19,KOSPI,코스피,14.51,,1.06,1.38,92.42,1889.64
2016-01-20,KOSDAQ,코스닥,41.32,,2.11,0.57,86.93,669.68
2016-01-20,KOSPI,코스피,14.17,,1.03,1.41,81.89,1845.45
2016-01-21,KOSDAQ,코스닥,41.06,,2.09,0.57,84.92,665.84
2016-01-21,KOSPI,코스피,14.13,,1.03,1.42,79.86,1840.53
2016-01-22,KOSDAQ,코스닥,41.41,,2.11,0.57,88.98,670.95
2016-01-22,KOSPI,코스피,14.42,,1.05,1.39,82.84,1879.43
2016-01-25,KOSDAQ,코스닥,42.09,,2.15,0.56,92.68,681.43
2016-01-25,KOSPI,코스피,14.53,,1.06,1.38,85.12,1893.43
2016-01-26,KOSDAQ,코스닥,41.89,,2.13,0.56,93.44,678.85
2016-01-26,KOSPI,코스피,14.36,,1.05,1.39,85.23,1871.69
2016-01-27,KOSDAQ,코스닥,41.64,,2.12,0.56,93.02,675.25
2016-01-27,KOSPI,코스피,14.56,,1.06,1.37,87.39,1897.87
2016-01-28,KOSDAQ,코스닥,41.99,,2.14,0.56,92.02,681.29
2016-01-28,KOSPI,코스피,14.63,,1.07,1.37,88.32,1906.94
2016-01-29,KOSDAQ,코스닥,42,,2.15,0.56,89.98,682.8
2016-01-29,KOSPI,코스피,14.7,,1.07,1.36,90.67,1912.06
2016-02-01,KOSDAQ,코스닥,42.23,,2.16,0.55,92.26,685.55
2016-02-01,KOSPI,코스피,14.8,,1.08,1.35,95.46,1924.82
2016-02-02,KOSDAQ,코스닥,42.19,,2.16,0.55,85.64,684.86
2016-02-02,KOSPI,코스피,14.66,,1.07,1.37,90.32,1906.6
2016-02-03,KOSDAQ,코스닥,41.89,,2.14,0.56,85.83,680.94
2016-02-03,KOSPI,코스피,14.54,,1.06,1.38,90.4,1890.67
2016-02-04,KOSDAQ,코스닥,42.07,,2.15,0.55,91.16,683.62
2016-02-04,KOSPI,코스피,14.59,,1.07,1.36,96.27,1916.26
2016-02-05,KOSDAQ,코스닥,41.93,,2.15,0.56,88.16,681.31
2016-02-05,KOSPI,코스피,14.75,,1.08,1.36,93.38,1917.79
2016-02-11,KOSDAQ,코스닥,39.87,,2.04,0.58,86.4,647.69
2016-02-11,KOSPI,코스피,15.17,,1.05,1.4,92.06,1861.54
2016-02-12,KOSDAQ,코스닥,37.46,,1.91,0.62,82.48,608.45
2016-02-12,KOSPI,코스피,14.95,,1.03,1.42,89.4,1835.28
2016-02-15,KOSDAQ,코스닥,38.32,,1.96,0.61,85.21,621.37
2016-02-15,KOSPI,코스피,15.18,,1.05,1.4,90.44,1862.2
2016-02-16,KOSDAQ,코스닥,39.23,,2,0.59,88.73,634.95
2016-02-16,KOSPI,코스피,15.39,,1.06,1.38,95.02,1888.3
2016-02-17,KOSDAQ,코스닥,38.53,,1.97,0.6,90.44,623.49
2016-02-17,KOSPI,코스피,15.35,,1.06,1.38,98.22,1883.94
2016-02-18,KOSDAQ,코스닥,39.48,,2.01,0.59,90.28,638.43
2016-02-18,KOSPI,코스피,15.56,,1.07,1.36,97.46,1908.84
2016-02-19,KOSDAQ,코스닥,39.9,,2.03,0.58,94.88,644.56
2016-02-19,KOSPI,코스피,15.62,,1.08,1.36,100.95,1916.24
2016-02-22,KOSPI,코스피,15.62,,1.08,1.36,110.33,1916.36
2016-02-23,KOSDAQ,코스닥,39.77,,2.03,0.59,98.78,642.31
2016-02-23,KOSPI,코스피,15.6,,1.08,1.36,107.41,1914.22
2016-02-24,KOSDAQ,코스닥,39.88,,2.03,0.58,99.2,643.98
2016-02-24,KOSPI,코스피,15.59,,1.08,1.36,105.87,1912.53
2016-02-25,KOSDAQ,코스닥,40.05,,2.04,0.58,94.94,646.27
2016-02-25,KOSPI,코스피,15.64,,1.08,1.36,102.36,1918.57
2016-02-26,KOSDAQ,코스닥,40.23,,2.05,0.58,96.34,649.3
2016-02-26,KOSPI,코스피,15.66,,1.08,1.35,104.23,1920.16
2016-02-29,KOSDAQ,코스닥,40.37,,2.06,0.58,98.29,651.62
2016-02-29,KOSPI,코스피,15.63,,1.08,1.36,104.75,1916.66
2016-03-02,KOSDAQ,코스닥,41.48,,2.1,0.57,95.36,662.25
2016-03-02,KOSPI,코스피,15.88,,1.1,1.33,101.81,1947.42
2016-03-03,KOSDAQ,코스닥,41.87,,2.12,0.56,94.86,669.01
2016-03-03,KOSPI,코스피,15.97,,1.1,1.33,101.02,1958.17
2016-03-04,KOSDAQ,코스닥,42.12,,2.13,0.56,98.38,673.84
2016-03-04,KOSPI,코스피,15.95,,1.1,1.33,103,1955.63
2016-03-07,KOSDAQ,코스닥,42.39,,2.12,0.56,98.83,672.21
2016-03-07,KOSPI,코스피,15.83,,1.1,1.33,103.46,1957.87
2016-03-08,KOSDAQ,코스닥,42.44,,2.13,0.56,99.25,674.32
2016-03-08,KOSPI,코스피,15.73,,1.1,1.34,104.76,1946.12
2016-03-09,KOSDAQ,코스닥,42.85,,2.14,0.56,98.5,679.64
2016-03-09,KOSPI,코스피,15.79,,1.1,1.33,105.15,1952.95
2016-03-10,KOSDAQ,코스닥,43.39,,2.16,0.55,98.22,687.6
2016-03-10,KOSPI,코스피,15.92,,1.11,1.32,105.56,1969.33
2016-03-11,KOSDAQ,코스닥,43.1,,2.16,0.55,102.92,689.17
2016-03-11,KOSPI,코스피,15.93,,1.11,1.32,109.29,1971.41
2016-03-14,KOSDAQ,코스닥,43.05,,2.16,0.55,107.48,691.05
2016-03-14,KOSPI,코스피,15.94,,1.11,1.32,112.05,1972.27
2016-03-15,KOSDAQ,코스닥,42.56,,2.15,0.55,100.18,693.34
2016-03-15,KOSPI,코스피,15.91,,1.11,1.32,105.36,1969.97
2016-03-16,KOSDAQ,코스닥,42.64,,2.15,0.55,94.94,693.44
2016-03-16,KOSPI,코스피,15.95,,1.11,1.32,99.9,1974.9
2016-03-17,KOSDAQ,코스닥,42.82,,2.17,0.55,98.88,691.49
2016-03-17,KOSPI,코스피,16.05,,1.12,1.31,103.39,1987.99
2016-03-18,KOSDAQ,코스닥,44.23,,2.18,0.55,97.13,695.02
2016-03-18,KOSPI,코스피,16.19,,1.12,1.3,100,1992.12
2016-03-21,KOSDAQ,코스닥,44.12,,2.17,0.55,92.58,692.42
2016-03-21,KOSPI,코스피,16.15,,1.12,1.3,95.57,1989.76
2016-03-22,KOSDAQ,코스닥,43.52,,2.18,0.55,90.51,691.51
2016-03-22,KOSPI,코스피,16.21,,1.12,1.3,93.15,1996.81
2016-03-23,KOSDAQ,코스닥,42.62,,2.17,0.55,93.3,689.39
2016-03-23,KOSPI,코스피,16.19,,1.12,1.3,95.32,1995.12
2016-03-24,KOSDAQ,코스닥,42.4,,2.16,0.55,89.68,686.26
2016-03-24,KOSPI,코스피,16.12,,1.12,1.31,93.37,1985.97
2016-03-25,KOSDAQ,코스닥,42.31,,2.16,0.55,90.71,683.2
2016-03-25,KOSPI,코스피,16.1,,1.12,1.31,93.45,1983.81
2016-03-28,KOSDAQ,코스닥,41.86,,2.14,0.56,87.79,676.51
2016-03-28,KOSPI,코스피,16.09,,1.12,1.31,91.67,1982.54
2016-03-29,KOSDAQ,코스닥,42.37,,2.17,0.55,90.53,686.5
2016-03-29,KOSPI,코스피,16.19,,1.12,1.3,94.57,1994.91
2016-03-30,KOSDAQ,코스닥,42.53,,2.18,0.55,90.12,691.13
2016-03-30,KOSPI,코스피,16.26,,1.13,1.3,93.31,2002.14
2016-03-31,KOSDAQ,코스닥,42.35,,2.18,0.55,89.81,688.38
2016-03-31,KOSPI,코스피,16.2,,1.12,1.3,90.89,1995.85
2016-04-01,KOSDAQ,코스닥,42.49,,2.19,0.55,87.03,690.69
2016-04-01,KOSPI,코스피,16.02,,1.11,1.32,87.77,1973.57
2016-04-04,KOSDAQ,코스닥,42.91,,2.21,0.54,88.88,696.98
2016-04-04,KOSPI,코스피,16.06,,1.11,1.31,88.57,1978.97
2016-04-05,KOSDAQ,코스닥,42.89,,2.21,0.54,89.98,695.7
2016-04-05,KOSPI,코스피,15.93,,1.11,1.32,89.6,1962.74
2016-04-06,KOSDAQ,코스닥,42.75,,2.2,0.54,88.73,694.03
2016-04-06,KOSPI,코스피,16,,1.11,1.32,87.77,1971.32
2016-04-07,KOSDAQ,코스닥,42.8,,2.22,0.54,87.26,697.13
2016-04-07,KOSPI,코스피,16.02,,1.11,1.32,85.4,1973.89
2016-04-08,KOSDAQ,코스닥,42.78,,2.22,0.54,88.69,697.1
2016-04-08,KOSPI,코스피,16.01,,1.11,1.32,86.65,1972.05
2016-04-11,KOSDAQ,코스닥,42.51,,2.2,0.54,89.9,693.01
2016-04-11,KOSPI,코스피,16,,1.11,1.32,89.01,1970.37
2016-04-12,KOSDAQ,코스닥,42.47,,2.21,0.54,90.99,693.45
2016-04-12,KOSPI,코스피,16.09,,1.12,1.31,91.74,1981.32
2016-04-14,KOSDAQ,코스닥,42.11,,2.2,0.54,89.77,693.42
2016-04-14,KOSPI,코스피,16.39,,1.14,1.29,93.47,2015.93
2016-04-15,KOSDAQ,코스닥,42.14,,2.2,0.54,89.38,695.62
2016-04-15,KOSPI,코스피,16.38,,1.14,1.29,93.33,2014.71
2016-04-18,KOSDAQ,코스닥,42.15,,2.2,0.54,87.03,695.34
2016-04-18,KOSPI,코스피,16.34,,1.13,1.29,94.02,2009.1
2016-04-19,KOSDAQ,코스닥,42.54,,2.22,0.54,90.45,701.68
2016-04-19,KOSPI,코스피,16.35,,1.13,1.29,98.13,2011.36
2016-04-20,KOSDAQ,코스닥,42.48,,2.22,0.54,90.11,699.86
2016-04-20,KOSPI,코스피,16.31,,1.13,1.3,97.91,2005.83
2016-04-21,KOSDAQ,코스닥,42.62,,2.23,0.54,91.79,701.62
2016-04-21,KOSPI,코스피,16.45,,1.14,1.29,100.07,2022.1
2016-04-22,KOSDAQ,코스닥,42.74,,2.23,0.53,94.84,703.05
2016-04-22,KOSPI,코스피,16.39,,1.14,1.29,102.26,2015.49
2016-04-25,KOSDAQ,코스닥,42.8,,2.23,0.53,93.86,703.7
2016-04-25,KOSPI,코스피,16.38,,1.13,1.29,102.6,2014.55
2016-04-26,KOSDAQ,코스닥,42.76,,2.23,0.53,95.06,702.06
2016-04-26,KOSPI,코스피,16.42,,1.14,1.29,103.06,2019.63
2016-04-27,KOSDAQ,코스닥,42.58,,2.22,0.54,90.89,699.52
2016-04-27,KOSPI,코스피,16.38,,1.14,1.29,98.24,2015.4
2016-04-28,KOSDAQ,코스닥,42.55,,2.22,0.54,90.44,699.7
2016-04-28,KOSPI,코스피,16.26,,1.13,1.3,97.21,2000.93
2016-04-29,KOSDAQ,코스닥,42.56,,2.22,0.54,90.83,699.77
2016-04-29,KOSPI,코스피,16.21,,1.12,1.28,98.09,1994.15
2016-05-02,KOSDAQ,코스닥,33.07,,2.06,0.6,87.98,690.27
2016-05-02,KOSPI,코스피,13.86,,1.04,1.69,95.91,1978.15
2016-05-03,KOSDAQ,코스닥,33.43,,2.08,0.59,88.95,698.66
2016-05-03,KOSPI,코스피,13.92,,1.05,1.68,96.43,1986.41
2016-05-04,KOSDAQ,코스닥,33.25,,2.07,0.6,86.89,694.17
2016-05-04,KOSPI,코스피,13.85,,1.04,1.69,92.36,1976.71
2016-05-09,KOSDAQ,코스닥,33.04,,2.06,0.6,83.51,691.82
2016-05-09,KOSPI,코스피,13.79,,1.04,1.7,89.36,1967.81
2016-05-10,KOSDAQ,코스닥,33.46,,2.08,0.59,88.47,700.23
2016-05-10,KOSPI,코스피,13.89,,1.05,1.68,95.13,1982.5
2016-05-11,KOSDAQ,코스닥,33.65,,2.09,0.59,87.41,703.94
2016-05-11,KOSPI,코스피,13.87,,1.04,1.69,92.81,1980.1
2016-05-12,KOSDAQ,코스닥,33.74,,2.1,0.59,89.54,705.04
2016-05-12,KOSPI,코스피,13.86,,1.04,1.69,95.94,1977.49
2016-05-13,KOSDAQ,코스닥,33.72,,2.09,0.59,88.68,704.37
2016-05-13,KOSPI,코스피,13.79,,1.04,1.7,94.09,1966.99
2016-05-16,KOSDAQ,코스닥,33.69,,2.08,0.59,88.53,701.46
2016-05-16,KOSPI,코스피,13.79,,1.04,1.7,93.21,1967.91
2016-05-17,KOSDAQ,코스닥,33.43,,2.07,0.6,85.18,695.95
2016-05-17,KOSPI,코스피,13.8,,1.04,1.7,90.35,1968.06
2016-05-18,KOSDAQ,코스닥,32.84,,2.03,0.61,82.65,683.87
2016-05-18,KOSPI,코스피,13.72,,1.03,1.71,87.81,1956.73
2016-05-19,KOSDAQ,코스닥,32.64,,2.02,0.61,79.04,679.39
2016-05-19,KOSPI,코스피,13.65,,1.03,1.71,83.5,1946.78
2016-05-20,KOSDAQ,코스닥,33.04,,2.04,0.6,83.52,684.92
2016-05-20,KOSPI,코스피,13.66,,1.03,1.71,86.2,1947.67
2016-05-23,KOSDAQ,코스닥,33.31,,2.06,0.6,83.95,691
2016-05-23,KOSPI,코스피,13.71,,1.03,1.71,84.32,1955.25
2016-05-24,KOSDAQ,코스닥,33.16,,2.05,0.6,80.07,687.71
2016-05-24,KOSPI,코스피,13.59,,1.02,1.72,80.38,1937.68
2016-05-25,KOSDAQ,코스닥,33.25,,2.06,0.6,80.52,689.33
2016-05-25,KOSPI,코스피,13.75,,1.03,1.7,80.24,1960.51
2016-05-26,KOSDAQ,코스닥,33.18,,2.05,0.6,80.74,687.94
2016-05-26,KOSPI,코스피,13.73,,1.03,1.7,80.45,1957.06
2016-05-27,KOSDAQ,코스닥,33.51,,2.06,0.6,83.32,691.54
2016-05-27,KOSPI,코스피,13.81,,1.04,1.69,83.27,1969.17
2016-05-30,KOSDAQ,코스닥,33.53,,2.07,0.6,82.05,692.06
2016-05-30,KOSPI,코스피,13.8,,1.04,1.7,82.45,1967.13
2016-05-31,KOSDAQ,코스닥,33.89,,2.09,0.59,84.9,698.45
2016-05-31,KOSPI,코스피,13.91,,1.05,1.68,86.23,1983.4
2016-06-01,KOSDAQ,코스닥,34.01,,2.09,0.59,89.86,700.03
2016-06-01,KOSPI,코스피,13.91,,1.05,1.68,91.46,1982.72
2016-06-02,KOSDAQ,코스닥,34.09,,2.1,0.59,87.37,701.15
2016-06-02,KOSPI,코스피,13.92,,1.05,1.68,90.04,1985.11
2016-06-03,KOSDAQ,코스닥,34.13,,2.1,0.59,88.66,701.43
2016-06-03,KOSPI,코스피,13.93,,1.05,1.68,92.06,1985.84
2016-06-07,KOSDAQ,코스닥,34.27,,2.1,0.58,92.32,704.77
2016-06-07,KOSPI,코스피,14.11,,1.06,1.66,96.72,2011.63
2016-06-08,KOSDAQ,코스닥,34.24,,2.1,0.58,87.17,703.99
2016-06-08,KOSPI,코스피,14.22,,1.07,1.65,92.08,2027.08
2016-06-09,KOSDAQ,코스닥,34.32,,2.11,0.58,85.14,705.08
2016-06-09,KOSPI,코스피,14.2,,1.07,1.65,90.22,2024.17
2016-06-10,KOSDAQ,코스닥,34.43,,2.11,0.58,85.32,706.81
2016-06-10,KOSPI,코스피,14.15,,1.06,1.65,88.2,2017.63
2016-06-13,KOSDAQ,코스닥,33.87,,2.08,0.59,83.06,695.61
2016-06-13,KOSPI,코스피,13.88,,1.04,1.69,84.84,1979.06
2016-06-14,KOSDAQ,코스닥,33.75,,2.07,0.59,84.78,692.94
2016-06-14,KOSPI,코스피,13.83,,1.04,1.69,82.66,1972.03
2016-06-15,KOSDAQ,코스닥,33.84,,2.07,0.59,87.55,694.66
2016-06-15,KOSPI,코스피,13.81,,1.04,1.69,84.36,1968.83
2016-06-16,KOSDAQ,코스닥,33.13,,2.03,0.61,85.68,680.25
2016-06-16,KOSPI,코스피,13.69,,1.03,1.71,81.46,1951.99
2016-06-17,KOSDAQ,코스닥,33.08,,2.03,0.61,86.71,678.86
2016-06-17,KOSPI,코스피,13.7,,1.03,1.71,83.15,1953.4
2016-06-20,KOSDAQ,코스닥,33.59,,2.06,0.6,87.32,688.95
2016-06-20,KOSPI,코스피,13.9,,1.05,1.68,84.05,1981.12
2016-06-21,KOSDAQ,코스닥,33.58,,2.05,0.6,84.82,688.55
2016-06-21,KOSPI,코스피,13.92,,1.05,1.68,83.41,1982.7
2016-06-22,KOSDAQ,코스닥,33.65,,2.05,0.6,87.94,688.18
2016-06-22,KOSPI,코스피,13.99,,1.05,1.67,87.53,1992.58
2016-06-23,KOSDAQ,코스닥,33.22,,2.03,0.6,84.74,679.52
2016-06-23,KOSPI,코스피,13.94,,1.05,1.68,84.92,1986.71
2016-06-24,KOSDAQ,코스닥,31.58,,1.94,0.63,78.44,647.16
2016-06-24,KOSPI,코스피,13.51,,1.02,1.73,78.24,1925.24
2016-06-27,KOSDAQ,코스닥,31.71,,1.95,0.63,83.78,648.12
2016-06-27,KOSPI,코스피,13.52,,1.02,1.73,83.22,1926.85
2016-06-28,KOSDAQ,코스닥,32.33,,1.99,0.62,93.3,659.3
2016-06-28,KOSPI,코스피,13.59,,1.02,1.72,91.21,1936.22
2016-06-29,KOSDAQ,코스닥,32.88,,2.02,0.61,94.34,669.88
2016-06-29,KOSPI,코스피,13.73,,1.03,1.7,91.16,1956.36
2016-06-30,KOSDAQ,코스닥,33.21,,2.04,0.6,93.36,675.09
2016-06-30,KOSPI,코스피,13.83,,1.04,1.69,88.9,1970.35
2016-07-01,KOSDAQ,코스닥,33.75,,2.07,0.59,96.72,684.26
2016-07-01,KOSPI,코스피,13.95,,1.05,1.68,92.03,1987.32
2016-07-04,KOSDAQ,코스닥,33.95,,2.08,0.59,97.62,688.15
2016-07-04,KOSPI,코스피,14.01,,1.05,1.67,93.36,1995.3
2016-07-05,KOSDAQ,코스닥,34.16,,2.1,0.59,98.45,692.73
2016-07-05,KOSPI,코스피,13.97,,1.05,1.67,90.42,1989.85
2016-07-06,KOSDAQ,코스닥,33.72,,2.07,0.59,96.44,685.51
2016-07-06,KOSPI,코스피,13.71,,1.03,1.71,85.51,1953.12
2016-07-07,KOSDAQ,코스닥,34.25,,2.11,0.58,102.4,695.95
2016-07-07,KOSPI,코스피,13.86,,1.04,1.69,90.11,1974.08
2016-07-08,KOSDAQ,코스닥,34.24,,2.1,0.59,98.44,692.6
2016-07-08,KOSPI,코스피,13.78,,1.04,1.7,86.53,1963.1
2016-07-11,KOSDAQ,코스닥,34.71,,2.11,0.58,103.62,697.25
2016-07-11,KOSPI,코스피,13.96,,1.05,1.68,91.36,1988.54
2016-07-12,KOSDAQ,코스닥,35.04,,2.12,0.58,102.69,699.4
2016-07-12,KOSPI,코스피,13.98,,1.05,1.67,93.69,1991.23
2016-07-13,KOSDAQ,코스닥,35.23,,2.13,0.57,102.96,702.65
2016-07-13,KOSPI,코스피,14.08,,1.06,1.66,93.26,2005.55
2016-07-14,KOSDAQ,코스닥,35.26,,2.13,0.57,109.16,703.34
2016-07-14,KOSPI,코스피,14.1,,1.06,1.66,98.74,2008.77
2016-07-15,KOSDAQ,코스닥,35.2,,2.11,0.55,107.69,700.28
2016-07-15,KOSPI,코스피,14.18,,1.07,1.65,98.03,2017.26
2016-07-18,KOSDAQ,코스닥,35,,2.11,0.55,102.15,700.9
2016-07-18,KOSPI,코스피,14.21,,1.07,1.65,95.96,2021.11
2016-07-19,KOSDAQ,코스닥,35.08,,2.12,0.55,103.14,702.44
2016-07-19,KOSPI,코스피,14.18,,1.07,1.65,95.09,2016.89
2016-07-20,KOSDAQ,코스닥,35.22,,2.13,0.55,102.52,705.03
2016-07-20,KOSPI,코스피,14.17,,1.07,1.65,93.63,2015.46
2016-07-21,KOSDAQ,코스닥,35.4,,2.14,0.55,106.67,708.12
2016-07-21,KOSPI,코스피,14.15,,1.06,1.66,95.57,2012.22
2016-07-22,KOSDAQ,코스닥,35.38,,2.13,0.55,116.79,707.54
2016-07-22,KOSPI,코스피,14.13,,1.06,1.66,106.3,2010.34
2016-07-25,KOSDAQ,코스닥,35.25,,2.13,0.55,106.03,704.96
2016-07-25,KOSPI,코스피,14.15,,1.06,1.66,96.82,2012.32
2016-07-26,KOSDAQ,코스닥,35.28,,2.13,0.55,97.06,705.4
2016-07-26,KOSPI,코스피,14.25,,1.07,1.64,92.56,2027.34
2016-07-27,KOSDAQ,코스닥,35.06,,2.12,0.55,90.7,701.09
2016-07-27,KOSPI,코스피,14.24,,1.07,1.65,87.05,2025.05
2016-07-28,KOSDAQ,코스닥,35.1,,2.12,0.55,91.48,703.78
2016-07-28,KOSPI,코스피,14.21,,1.07,1.65,88.06,2021.1
2016-07-29,KOSDAQ,코스닥,35.05,,2.13,0.55,88.52,706.24
2016-07-29,KOSPI,코스피,14.19,,1.07,1.65,84.21,2016.19
2016-08-01,KOSDAQ,코스닥,34.93,,2.12,0.55,87.59,703.72
2016-08-01,KOSPI,코스피,14.28,,1.07,1.64,83.18,2029.61
2016-08-02,KOSDAQ,코스닥,34.79,,2.12,0.55,85.15,700.9
2016-08-02,KOSPI,코스피,14.2,,1.07,1.65,83.61,2019.03
2016-08-03,KOSDAQ,코스닥,34.66,,2.11,0.55,86.6,698.32
2016-08-03,KOSPI,코스피,14.03,,1.06,1.67,86.42,1994.79
2016-08-04,KOSDAQ,코스닥,34.84,,2.12,0.55,84.11,701.67
2016-08-05,KOSDAQ,코스닥,34.56,,2.1,0.56,83.69,696.09
2016-08-05,KOSPI,코스피,14.2,,1.07,1.65,87.62,2017.94
2016-08-08,KOSDAQ,코스닥,34.59,,2.1,0.55,81.21,696.43
2016-08-08,KOSPI,코스피,14.29,,1.07,1.64,86.51,2031.12
2016-08-09,KOSDAQ,코스닥,34.82,,2.12,0.55,82.95,700.73
2016-08-09,KOSPI,코스피,14.38,,1.08,1.63,88.15,2043.78
2016-08-10,KOSDAQ,코스닥,35,,2.14,0.54,83.05,707.46
2016-08-10,KOSPI,코스피,14.39,,1.08,1.63,89.47,2044.64
2016-08-11,KOSDAQ,코스닥,34.73,,2.13,0.55,81.26,703.33
2016-08-11,KOSPI,코스피,14.42,,1.08,1.63,89.94,2048.8
2016-08-12,KOSDAQ,코스닥,34.83,,2.13,0.55,84.21,705.18
2016-08-12,KOSPI,코스피,14.43,,1.09,1.62,93.26,2050.47
2016-08-16,KOSDAQ,코스닥,34.52,,2.11,0.55,81.47,698.87
2016-08-16,KOSPI,코스피,14.41,,1.08,1.63,89.49,2047.76
2016-08-17,KOSDAQ,코스닥,34.27,,2.1,0.56,80.03,693.67
2016-08-17,KOSPI,코스피,14.38,,1.08,1.63,89.35,2043.75
2016-08-18,KOSDAQ,코스닥,33.86,,2.11,0.55,81.26,696.93
