기준일,시장구분,시가,고가,저가,종가,수정주가,거래량,거래대금,시가총액,외국인시가총액,PER,FPER,PBR,DY,created_at,updated_at,신용잔고,예탁금
2022-08-19,KOSPI,2510.72,2510.72,2492.69,2492.69,,459835008,7138650,1963840000,604385020,,,,,,,10128800,55227400
2022-08-22,KOSPI,2467.38,2475.77,2457.08,2462.5,,422552000,6108020,1940550020,596910980,,,,,,,10185300,54832300
2022-08-23,KOSPI,2449.31,2454.55,2431.83,2435.34,,471166016,7560710,1919619970,589587010,,,,,,,10168800,54835100
2022-08-24,KOSPI,2446.18,2454.01,2430.69,2447.45,,423502016,8119780,1928429950,591073020,,,,,,,10119900,54681400
2022-08-25,KOSPI,2459.79,2477.26,2455.32,2477.26,,426230016,7286330,1951740030,597619010,,,,,,,10088100,54299400
2022-08-26,KOSPI,2489.14,2497.76,2476.75,2481.03,,520091008,8628660,1955299970,598822980,,,,,,,10103300,54265000
2022-08-29,KOSPI,2432.06,2432.89,2417.01,2426.89,,448745984,7891470,1913229950,585273020,,,,,,,10146100,55170600
2022-08-30,KOSPI,2441.21,2453.91,2433.48,2450.93,,336555008,6826620,1932050050,590816000,,,,,,,10156300,54164200
2022-08-31,KOSPI,2433.47,2473.75,2426.14,2472.05,,436247008,9562590,1948130050,597833980,,,,,,,10175400,53063300
2022-09-01,KOSPI,2443,2443.61,2415.61,2415.61,,580020990,8452320,1904329980,583918020,,,,,,,10229900,55502200
2022-09-02,KOSPI,2427.7,2432.37,2402.67,2409.41,,391599008,7214620,1899049980,579891970,,,,,,,10236600,54712600
2022-09-05,KOSPI,2410.07,2424.77,2392.63,2403.68,,354737984,6277830,1893410050,578950020,,,,,,,10319200,52291200
2022-09-06,KOSPI,2409.72,2422.53,2399.26,2410.02,,294224000,5476240,1898169980,579555970,,,,,,,10314100,52042600
2022-09-07,KOSPI,2395.66,2398.4,2365.35,2376.46,,378200000,7530890,1872370050,570531970,,,,,,,10226900,51880300
2022-09-08,KOSPI,2393.27,2394.06,2379.06,2384.28,,423620992,9208740,1879129980,571728000,,,,,,,10230200,51704300
2022-09-13,KOSPI,2418.59,2453.95,2418.59,2449.54,,367102016,9165150,1930520060,590294020,,,,,,,10259100,51343400
2022-09-14,KOSPI,2390.47,2418.42,2381.5,2411.42,,461508000,7625500,1900210050,579433020,,,,,,,10223900,52229300
